,index,price,area,bedroom,bathroom,facade,nearhospital,nearschool,nearsupermarket,nearuniversity,nearbuildings,urgent,floor,district
2724,3003,3.68,30.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,PHU NHUAN
2725,3004,8.3,75.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,GO VAP
2726,3005,7.5,72.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,BINH THANH
2727,3006,3.6,45.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,PHU NHUAN
2728,3007,7.58,68.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TAN PHU
2729,3008,5.5,45.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH THANH
2730,3009,3.8,44.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,PHU NHUAN
2731,3010,5.5,76.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,BINH TAN
2732,3011,3.1,48.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3
2733,3012,18.7,123.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,9
2737,3018,18.7,123.0,2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,9
2738,3019,16.0,7.0,12,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,9
2740,3025,3.2,52.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,GO VAP
2741,3026,4.9,50.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,PHU NHUAN
2742,3027,2.9,42.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,PHU NHUAN
2743,3028,3.6,42.0,4,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,PHU NHUAN
2745,3030,2.35,36.0,4,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,PHU NHUAN
2747,3032,4.08,49.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
2749,3034,4.85,41.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
2750,3035,6.1,42.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
2751,3036,23.0,130.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN BINH
2752,3037,7.0,58.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,BINH THANH
2753,3038,7.39,53.0,4.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,GO VAP
2754,3039,4.0,31.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8
2755,3040,10.0,152.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8
2756,3041,68.0,42.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3
2757,3044,16.0,7.0,12,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,9
2758,3046,3.3,50.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,THU DUC
2761,3052,16.0,7.0,12,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,9
2762,3053,3.4,31.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
2763,3054,12.5,101.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,TAN PHU
2764,3055,10.7,95.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,10
2765,3056,3.5,15.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,BINH THANH
2766,3057,840.0,160.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,BINH CHANH
2767,3059,16.0,7.0,12,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,9
2768,3071,7.0,75.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN PHU
2769,3072,9.8,85.0,7,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8
2770,3073,16.5,105.0,4,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,8
2772,3079,5.9,45.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH THANH
2773,3080,4.55,64.9,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,BINH TAN
2774,3082,2.27,43.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,PHU NHUAN
2775,3083,7.3,75.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TAN PHU
2776,3084,4.8,38.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH THANH
2777,3085,9.8,72.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TAN PHU
2778,3086,7.5,66.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,BINH THANH
2780,3088,15.0,60.0,8.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.0,TAN BINH
2781,3089,3.8,37.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
2782,3090,2.9,38.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,BINH THANH
2783,3091,5.2,68.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,BINH TAN
2784,3092,5.6,66.0,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,THU DUC
2785,3093,5.95,65.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,TAN BINH
2786,3094,3.5,52.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
2788,3099,7.3,74.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
2789,3100,3.0,48.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
2790,3102,2.7,48.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12
2791,3103,2.75,48.0,2,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,12
2792,3104,65.0,30.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1
2793,3105,9.2,80.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,GO VAP
2794,3106,5.2,66.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH TAN
2795,3107,5.2,66.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
2796,3108,17.0,130.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,TAN BINH
2798,3110,4.7,45.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
2799,3111,4.3,39.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
2800,3112,5.2,65.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
2802,3115,8.38,72.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6
2803,3116,4.5,60.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
2804,3117,8.5,132.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
2806,3119,3.18,78.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,BINH TAN
2807,3120,4.9,46.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,GO VAP
2808,3121,5.9,72.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,12
2809,3122,4.5,38.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,GO VAP
2810,3123,3.9,90.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,9
2812,3126,5.2,65.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
2813,3127,4.8,40.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,BINH THANH
2814,3128,5.8,64.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,TAN PHU
2816,3130,65.0,60.0,3.0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1
2818,3132,6.0,50.0,4,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
2819,3133,5.8,80.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
2820,3134,4.95,60.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
2821,3135,78.0,51.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1
2822,3136,4.8,56.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,BINH TAN
2823,3137,3.7,48.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
2824,3138,7.4,61.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,TAN PHU
2825,3139,6.9,75.0,4,5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,8
2826,3140,3.6,742.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,BINH TAN
2827,3141,3.5,42.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
2828,3142,5.6,54.0,4.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6
2829,3143,3.5,44.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN PHU
2831,3147,3.95,23.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,BINH THANH
2832,3149,32.0,240.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
2833,3150,36.0,56.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,12
2834,3151,8.5,132.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,BINH TAN
2835,3152,3.5,31.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,TAN PHU
2838,3155,42.0,162.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1
2839,3156,90.0,247.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
2840,3157,14.0,80.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
2841,3158,4.0,56.0,4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
2842,3159,6.98,65.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
2843,3160,7.0,50.0,8.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3
2845,3162,3.5,64.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,TAN BINH
2846,3163,39.0,198.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,THU DUC
2847,3164,7.7,85.0,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8
2848,3165,8.5,88.0,12,13,0.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,8
2849,3166,58.0,78.0,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,3
2850,3167,4.5,65.0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,GO VAP
2851,3168,5.0,60.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3
2853,3171,58.0,60.0,3.0,3,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3
2854,3172,4.7,52.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
2855,3173,6.0,60.0,4,5,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,THU DUC
2856,3175,11.5,100.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,GO VAP
2857,3176,4.0,35.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6
2858,3177,12.0,80.0,6,7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,BINH THANH
2860,3180,45.0,68.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
2861,3181,6.3,42.0,4.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,BINH THANH
2862,3182,7.18,68.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,TAN PHU
2863,3183,45.0,168.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9
2865,3186,8.3,93.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,GO VAP
2867,3188,30.0,230.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,THU DUC
2869,3190,14.5,56.0,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1
2870,3191,3.68,56.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12
2872,3193,5.0,45.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
2874,3195,4.8,52.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,9
2875,3196,7.0,90.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
2876,3197,1.8,50.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2877,3198,8.0,101.0,4.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3
2878,3199,3.0,50.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12
2880,3201,17.5,90.8,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,PHU NHUAN
2882,3203,7.0,90.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
2883,3204,6.0,44.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,GO VAP
2884,3205,26.0,445.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,THU DUC
2885,3206,24.0,210.0,8,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,BINH THANH
2886,3207,5.4,56.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH TAN
2889,3210,5.68,68.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,11
2890,3211,3.4,45.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12
2891,3212,6.0,48.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5
2892,3213,5.95,75.0,4.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6
2893,3214,4.9,45.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,TAN PHU
2894,3215,10.8,51.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH THANH
2895,3216,11.0,168.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,THU DUC
2896,3217,7.28,68.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,TAN PHU
2897,3218,4.8,57.0,4,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8
2898,3219,3.6,152.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,PHU NHUAN
2899,3220,2.9,35.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,PHU NHUAN
2900,3221,2.9,35.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,PHU NHUAN
2901,3222,5.3,24.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3
2902,3223,13.5,91.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,THU DUC
2903,3224,5.7,30.0,2,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,PHU NHUAN
2904,3225,6.15,40.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,PHU NHUAN
2905,3226,4.15,55.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,NHA BE
2906,3227,6.28,90.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,BINH TAN
2908,3229,15.5,110.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3
2909,3230,3.1,40.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,12
2910,3231,2.5,52.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GO VAP
2911,3232,6.0,90.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,BINH TAN
2912,3233,11.5,115.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,PHU NHUAN
2913,3234,8.25,61.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,GO VAP
2914,3235,4.5,54.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,BINH THANH
2915,3236,3.0,48.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,BINH TAN
2916,3237,8.2,100.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,GO VAP
2917,3238,3.57,25.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,11
2918,3239,4.6,75.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,BINH THANH
2919,3240,5.2,60.0,4,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,BINH THANH
2920,3242,4.75,42.0,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH THANH
2921,3243,5.0,42.0,4,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,BINH THANH
2922,3244,36.0,60.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9
2923,3245,2.4,14.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,PHU NHUAN
2924,3246,6.0,55.0,4,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1
2925,3247,5.0,65.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,BINH THANH
2926,3248,5.0,30.0,1.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,BINH THANH
2927,3249,5.7,43.0,2,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1
2928,3250,5.95,49.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PHU NHUAN
2929,3251,9.6,77.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1
2930,3252,6.8,95.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,BINH THANH
2931,3253,19.7,130.0,26.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,BINH THANH
2932,3254,5.0,35.0,3.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11
2933,3255,6.0,101.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH TAN
2934,3256,9.5,76.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN BINH
2935,3257,1.5,16.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2936,3258,5.2,72.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH THANH
2940,3263,4.7,70.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1
2941,3264,5.9,60.0,4,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,BINH TAN
2942,3266,5.65,54.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,BINH TAN
2943,3267,11.0,72.0,44.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,6
2944,3268,6.2,66.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH TAN
2946,3270,4.3,60.0,3,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,BINH THANH
2947,3271,7.4,36.0,3,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,PHU NHUAN
2948,3272,3.0,41.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,THU DUC
2949,3273,6.0,56.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
2950,3274,14.2,80.0,5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,8
2951,3275,6.3,90.0,3,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9
2952,3276,4.8,28.0,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1
2953,3277,6.2,88.6,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9
2954,3278,5.35,62.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,TAN PHU
2955,3279,135.0,67.5,3,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,BINH THANH
2956,3280,5.1,52.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,5.0,TAN BINH
2957,3281,5.1,52.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,TAN BINH
2958,3282,4.1,53.0,3.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,TAN PHU
2959,3283,5.25,60.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,BINH THANH
2960,3284,2.25,44.0,2,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,GO VAP
2961,3285,3.35,45.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12
2962,3286,8.0,60.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,BINH THANH
2963,3287,6.9,68.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12
2964,3288,6.5,100.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN BINH
2965,3289,63.0,517.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,TAN BINH
2966,3290,2.3,39.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6
2967,3291,1.75,33.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
2968,3292,7.88,100.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,6
2969,3293,4.5,75.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
2971,3295,7.0,72.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,GO VAP
2974,3298,6.4,72.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,BINH TAN
2975,3299,3.0,42.0,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH THANH
2976,3300,6.0,80.0,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN PHU
2977,3301,2.0,30.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,TAN BINH
2978,3302,13.0,93.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2979,3303,5.4,38.0,3,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11
2980,3304,5.3,135.0,9,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,THU DUC
2981,3305,5.8,25.0,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1
2982,3306,3.6,54.0,9.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH THANH
2983,3308,4.5,56.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12
2984,3309,1.9,50.5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,BINH TAN
2985,3310,10.0,86.0,12.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,BINH TAN
2986,3311,3.3,44.0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,BINH TAN
2987,3312,16.0,400.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,PHU NHUAN
2988,3313,3.5,70.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12
2989,3314,3.5,50.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9
2991,3316,6.5,62.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,TAN PHU
2992,3317,4.6,48.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,TAN BINH
2994,3319,5.9,60.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GO VAP
2995,3320,3.3,26.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,PHU NHUAN
2996,3321,8.4,55.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,BINH THANH
2997,3322,9.0,63.0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,PHU NHUAN
2998,3323,5.7,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,11
2999,3325,24.0,70.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,PHU NHUAN
3000,3326,4.55,45.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,TAN BINH
3001,3327,13.0,80.0,5,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,TAN BINH
3002,3328,3.2,50.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12
3003,3329,11.0,52.0,3.0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,11
